age,annual_income,credit_score,tenure_months,account_balance,monthly_usage_hours,support_tickets,contract_type,payment_method,device_category,is_churn
19,146482.78,669,18,53667.74,27.5,2,Month-to-Month,Electronic Check,Desktop,1
20,69292.54,563,2,141244.98,41.2,1,One-Year,Electronic Check,Mobile,0
40,92078.87,627,43,106669.43,59.4,1,Month-to-Month,Bank Transfer,Desktop,0
72,131243.8,511,26,44345.75,38.7,0,Two-Year,Bank Transfer,Mobile,0
29,76530.7,788,71,87156.97,40.9,2,Month-to-Month,Credit Card,Mobile,0
37,33770.78,506,38,141634.44,41.1,1,Month-to-Month,Electronic Check,Desktop,0
22,82957.76,771,42,121771.97,15.6,1,Month-to-Month,Electronic Check,Mobile,0
54,171389.53,600,5,111274.91,11.1,0,Month-to-Month,Electronic Check,Mobile,1
55,124468.83,715,11,110549.45,6.5,1,Two-Year,Electronic Check,Mobile,0
47,129079.27,446,65,26703.05,14.2,0,Month-to-Month,Credit Card,Tablet,0
26,123003.73,367,34,123702.19,41.9,3,One-Year,Bank Transfer,Desktop,0
51,55843.78,676,1,41417.79,71.7,3,Month-to-Month,Bank Transfer,Desktop,1
70,89841.75,798,2,139555.0,23.4,1,One-Year,Electronic Check,Desktop,0
61,141395.67,732,20,54696.0,106.7,2,Two-Year,Credit Card,Desktop,0
52,40712.8,446,61,128649.06,97.2,3,Month-to-Month,Bank Transfer,Mobile,0
69,68067.18,350,21,39935.02,62.9,2,One-Year,Credit Card,Tablet,0
75,67829.46,565,68,77179.04,87.2,5,Two-Year,Bank Transfer,Desktop,0
39,91962.93,481,12,16032.79,44.6,2,One-Year,Electronic Check,Mobile,0
61,176957.15,609,22,99017.84,5.4,3,Month-to-Month,Bank Transfer,Desktop,1
41,35462.89,474,20,125411.89,108.6,5,Month-to-Month,Electronic Check,Desktop,1
34,105398.65,431,1,107767.09,16.2,1,Month-to-Month,Bank Transfer,Mobile,0
27,52801.53,632,30,78488.78,113.8,0,Two-Year,Credit Card,Mobile,0
47,175454.86,520,24,6767.38,69.1,0,One-Year,Credit Card,Mobile,0
73,42562.04,408,14,140016.15,37.4,7,Two-Year,Electronic Check,Tablet,1
63,87558.16,381,36,105823.43,60.0,1,Month-to-Month,Credit Card,Mobile,0
40,139372.17,510,69,111879.64,60.7,3,Month-to-Month,Credit Card,Mobile,0
49,134205.94,633,24,119202.09,3.8,2,Month-to-Month,Credit Card,Mobile,1
34,90522.94,455,60,112161.51,43.3,2,Month-to-Month,Credit Card,Desktop,0
67,78711.25,454,55,66167.42,89.0,3,Month-to-Month,Bank Transfer,Tablet,0
68,86629.92,788,24,110043.27,61.7,3,Month-to-Month,Bank Transfer,Desktop,0
34,65962.82,577,24,93754.02,30.1,1,Two-Year,Electronic Check,Mobile,0
31,56826.61,537,54,128102.45,40.9,1,Month-to-Month,Electronic Check,Desktop,0
26,99871.15,419,26,120368.97,103.7,3,Month-to-Month,Credit Card,Desktop,0
57,66622.73,667,66,6206.16,63.5,1,Two-Year,Bank Transfer,Desktop,0
19,69556.56,813,38,56833.06,63.9,1,Two-Year,Electronic Check,Desktop,0
62,126797.19,639,65,5207.42,115.4,2,Month-to-Month,Electronic Check,Mobile,0
42,175123.29,436,51,15311.24,39.2,4,Two-Year,Bank Transfer,Mobile,0
56,118563.77,719,35,90211.61,58.1,2,Month-to-Month,Credit Card,Mobile,0
26,36931.82,711,43,131073.27,97.6,0,Month-to-Month,Electronic Check,Tablet,0
71,36715.46,821,29,17973.71,91.3,5,Two-Year,Electronic Check,Desktop,0
39,172470.6,405,37,67663.39,32.6,3,One-Year,Bank Transfer,Desktop,0
60,71080.07,462,58,136631.84,19.0,2,Two-Year,Credit Card,Tablet,0
63,39270.38,362,54,122145.15,84.4,1,Two-Year,Bank Transfer,Tablet,0
21,117851.91,789,39,77950.18,31.7,6,Month-to-Month,Credit Card,Mobile,0
43,121665.56,367,42,115735.72,110.8,3,One-Year,Credit Card,Mobile,0
75,125518.25,531,28,78404.07,16.4,0,Month-to-Month,Credit Card,Tablet,0
46,66447.31,810,29,23713.85,38.9,2,Month-to-Month,Credit Card,Tablet,0
62,27342.16,462,43,18710.42,7.5,3,Month-to-Month,Bank Transfer,Desktop,1
51,174577.38,578,3,28255.23,84.7,3,Month-to-Month,Credit Card,Tablet,0
40,63888.42,520,10,52638.31,107.1,5,Two-Year,Credit Card,Mobile,0
54,129784.07,644,59,139579.39,76.7,1,Two-Year,Credit Card,Mobile,0
28,134527.63,538,14,119951.76,112.6,3,One-Year,Credit Card,Mobile,0
23,119551.15,775,47,64920.23,16.3,1,Month-to-Month,Bank Transfer,Desktop,0
35,73500.65,814,42,73961.51,11.4,3,One-Year,Credit Card,Desktop,0
38,67019.92,428,32,39841.42,100.8,2,One-Year,Credit Card,Desktop,0
59,117638.58,495,32,105652.94,102.8,3,Two-Year,Bank Transfer,Mobile,0
53,159244.82,756,42,120414.85,99.9,1,Month-to-Month,Credit Card,Mobile,0
58,171743.73,531,32,35835.7,96.1,5,Month-to-Month,Credit Card,Tablet,1
55,41415.4,848,26,6273.24,44.1,0,Two-Year,Electronic Check,Mobile,0
51,48998.43,635,1,93583.34,26.9,3,Two-Year,Bank Transfer,Desktop,0
34,171434.12,599,56,84376.82,111.5,3,Month-to-Month,Electronic Check,Desktop,0
54,139162.96,703,2,60319.67,37.5,4,Month-to-Month,Bank Transfer,Desktop,1
42,161864.04,663,30,96584.09,48.4,3,Two-Year,Electronic Check,Tablet,0
55,56408.06,545,71,82591.99,84.2,2,One-Year,Credit Card,Mobile,0
75,116075.81,672,52,37587.24,35.9,2,One-Year,Bank Transfer,Desktop,0
29,133676.64,420,9,59659.35,98.5,4,Month-to-Month,Bank Transfer,Mobile,1
40,130417.34,597,22,64217.04,9.3,0,Month-to-Month,Electronic Check,Mobile,1
70,88263.51,495,34,132037.2,95.2,0,Month-to-Month,Bank Transfer,Mobile,0
59,27386.21,455,49,144135.62,72.6,4,One-Year,Electronic Check,Mobile,0
39,115353.54,612,1,133950.2,69.2,3,Month-to-Month,Bank Transfer,Tablet,0
38,64230.74,645,53,107876.7,55.5,1,Month-to-Month,Bank Transfer,Desktop,0
44,94789.41,419,40,87748.91,34.0,1,Month-to-Month,Electronic Check,Mobile,0
74,173425.06,819,45,103389.25,56.2,4,Month-to-Month,Electronic Check,Mobile,0
48,86850.47,542,68,140866.38,54.6,4,Month-to-Month,Bank Transfer,Mobile,0
23,155169.25,417,9,37499.81,70.5,3,Month-to-Month,Credit Card,Desktop,0
44,54223.79,843,22,80268.08,34.5,0,Two-Year,Credit Card,Desktop,0
57,129231.38,654,18,103441.2,10.2,0,Month-to-Month,Credit Card,Desktop,1
51,176436.08,401,43,101887.05,18.3,1,Month-to-Month,Credit Card,Mobile,0
29,40793.43,719,39,37841.84,84.2,0,Month-to-Month,Credit Card,Mobile,0
62,26289.59,712,6,88009.73,3.7,2,Two-Year,Bank Transfer,Mobile,0
74,92205.33,634,48,119386.97,102.9,2,Month-to-Month,Electronic Check,Desktop,0
70,39356.95,754,7,71261.85,83.6,1,Month-to-Month,Credit Card,Mobile,0
24,140999.57,823,69,118994.71,92.4,3,Month-to-Month,Bank Transfer,Mobile,0
27,166755.04,683,16,53982.39,100.5,2,One-Year,Credit Card,Mobile,0
62,92273.25,358,1,140814.02,15.6,6,One-Year,Electronic Check,Desktop,1
34,65100.3,600,37,80089.27,98.9,3,Month-to-Month,Credit Card,Mobile,0
43,92332.51,780,37,89392.19,61.1,4,Month-to-Month,Bank Transfer,Desktop,0
38,137134.41,681,64,4704.24,106.4,2,Month-to-Month,Electronic Check,Desktop,0
45,26403.4,647,62,25540.37,106.5,1,One-Year,Credit Card,Desktop,0
75,116365.37,784,61,94940.08,3.9,2,One-Year,Bank Transfer,Mobile,0
63,120060.21,533,33,62980.56,46.6,2,Month-to-Month,Electronic Check,Mobile,0
19,123841.68,528,66,76224.57,63.6,0,One-Year,Credit Card,Desktop,0
71,62513.42,547,30,9445.71,81.7,3,Month-to-Month,Electronic Check,Mobile,1
60,135678.17,477,20,125120.29,35.1,2,One-Year,Electronic Check,Mobile,0
18,39165.68,369,60,117675.84,31.0,1,One-Year,Credit Card,Mobile,0
68,55886.9,821,24,27803.1,46.4,3,Two-Year,Credit Card,Mobile,0
70,161007.86,760,4,95149.4,60.6,0,Month-to-Month,Bank Transfer,Mobile,0
53,139502.09,771,37,122747.28,114.2,4,Month-to-Month,Electronic Check,Desktop,1
68,27130.56,677,4,96128.12,91.7,2,Month-to-Month,Credit Card,Mobile,0
43,63498.32,414,18,46559.71,52.1,5,Month-to-Month,Bank Transfer,Mobile,1
46,58233.0,531,66,98416.67,7.5,6,Month-to-Month,Credit Card,Mobile,1
38,66974.98,590,48,31569.26,21.1,1,Month-to-Month,Electronic Check,Desktop,0
28,63371.76,718,33,47738.25,55.3,1,Month-to-Month,Bank Transfer,Desktop,0
57,34691.58,373,58,36010.45,97.8,1,Two-Year,Bank Transfer,Mobile,0
28,96135.78,733,28,83538.77,46.3,0,One-Year,Bank Transfer,Desktop,0
53,138573.69,780,35,16234.0,65.1,2,Month-to-Month,Electronic Check,Mobile,0
66,119043.42,804,10,139996.56,107.1,2,Month-to-Month,Credit Card,Desktop,0
56,129295.11,432,65,50026.85,109.7,1,Month-to-Month,Electronic Check,Desktop,0
57,37578.12,819,42,32845.52,26.7,1,Month-to-Month,Credit Card,Desktop,0
52,172481.06,668,9,74482.47,6.2,2,Month-to-Month,Bank Transfer,Desktop,1
71,154966.23,534,60,41549.67,37.3,2,Month-to-Month,Electronic Check,Mobile,0
51,149789.0,788,15,80235.61,83.8,0,Two-Year,Bank Transfer,Desktop,0
72,152562.49,665,57,52276.37,114.2,0,One-Year,Electronic Check,Mobile,0
64,169570.13,448,69,19810.02,10.2,1,Month-to-Month,Bank Transfer,Tablet,0
41,109359.36,411,22,39884.29,4.4,1,Two-Year,Electronic Check,Mobile,0
71,56043.71,635,64,65765.98,106.2,1,Month-to-Month,Credit Card,Mobile,0
39,120601.46,826,41,4543.98,90.0,1,Month-to-Month,Credit Card,Mobile,0
22,140146.63,371,71,115596.38,119.1,2,Month-to-Month,Electronic Check,Mobile,0
73,139377.2,808,56,93273.68,48.2,4,One-Year,Electronic Check,Desktop,0
50,105824.6,561,23,90203.94,50.5,2,Month-to-Month,Bank Transfer,Mobile,0
75,35611.1,475,25,81907.49,21.5,1,Month-to-Month,Electronic Check,Mobile,1
53,82522.51,762,6,88546.98,14.8,4,Two-Year,Bank Transfer,Mobile,0
64,167718.82,848,34,140197.79,69.9,1,Month-to-Month,Electronic Check,Desktop,0
37,115589.58,774,63,1285.38,44.3,3,One-Year,Bank Transfer,Mobile,0
36,108441.45,391,9,7169.96,10.6,0,Two-Year,Credit Card,Mobile,0
52,66672.29,447,60,28724.01,106.6,1,Month-to-Month,Bank Transfer,Desktop,0
69,82109.58,798,49,25095.21,24.6,3,Two-Year,Electronic Check,Mobile,0
60,163778.64,380,51,27179.17,90.1,0,One-Year,Credit Card,Mobile,0
34,128301.77,507,60,100791.58,34.6,1,Two-Year,Electronic Check,Desktop,0
62,147044.99,461,70,68922.5,97.7,7,Month-to-Month,Electronic Check,Mobile,1
60,95423.54,751,37,148766.83,15.1,1,Two-Year,Bank Transfer,Mobile,0
51,122688.32,596,31,34032.89,91.0,1,Month-to-Month,Bank Transfer,Desktop,1
26,63499.46,471,41,46624.52,12.7,4,One-Year,Bank Transfer,Mobile,0
43,134346.43,622,62,147636.11,54.2,5,Month-to-Month,Bank Transfer,Mobile,0
19,91278.21,643,58,124763.72,88.3,5,Month-to-Month,Credit Card,Desktop,0
70,93594.55,747,14,70469.88,21.6,0,Month-to-Month,Electronic Check,Tablet,0
26,125644.96,820,36,83189.53,35.0,2,Month-to-Month,Bank Transfer,Desktop,0
26,170123.5,822,36,126476.69,103.9,2,Month-to-Month,Electronic Check,Mobile,0
57,34920.98,556,8,72147.04,106.3,1,Month-to-Month,Bank Transfer,Mobile,0
34,152835.2,459,26,30903.56,6.3,1,Month-to-Month,Bank Transfer,Desktop,0
18,70319.38,789,36,124266.68,21.0,5,Month-to-Month,Bank Transfer,Mobile,0
42,93807.52,627,48,80665.87,15.0,5,Month-to-Month,Electronic Check,Mobile,1
60,28396.57,800,28,22956.39,22.4,4,Month-to-Month,Credit Card,Desktop,1
57,71662.14,405,68,75837.87,116.5,3,Two-Year,Electronic Check,Mobile,0
59,102907.84,724,62,61980.51,66.6,3,One-Year,Bank Transfer,Mobile,0
42,33707.29,752,51,131526.38,56.7,4,Month-to-Month,Electronic Check,Mobile,0
56,101119.84,406,42,18908.31,118.2,4,Month-to-Month,Electronic Check,Desktop,1
52,168702.15,777,29,131281.47,67.3,2,One-Year,Electronic Check,Mobile,0
20,41335.95,831,10,76831.65,79.7,4,Month-to-Month,Bank Transfer,Mobile,1
67,143488.31,640,39,60654.66,40.6,2,Month-to-Month,Bank Transfer,Mobile,0
54,88499.01,463,1,24295.08,46.5,0,Month-to-Month,Electronic Check,Tablet,1
61,126551.93,730,39,105122.69,71.7,2,Two-Year,Bank Transfer,Desktop,0
61,65336.67,734,21,139021.01,9.3,4,Month-to-Month,Bank Transfer,Mobile,1
68,49721.3,657,65,56306.6,31.5,1,One-Year,Electronic Check,Desktop,0
47,49871.71,690,15,36237.75,24.4,2,Month-to-Month,Bank Transfer,Mobile,0
55,35926.25,826,4,83230.04,2.9,3,One-Year,Bank Transfer,Mobile,0
51,53775.24,547,60,119427.89,64.9,5,Month-to-Month,Credit Card,Desktop,0
29,127954.0,770,61,565.15,67.8,1,Month-to-Month,Credit Card,Desktop,0
36,161662.04,670,20,94706.62,46.7,0,Month-to-Month,Electronic Check,Mobile,0
54,151189.48,528,10,89477.4,33.0,0,Two-Year,Electronic Check,Desktop,0
61,131195.82,734,34,47722.83,78.6,2,Month-to-Month,Credit Card,Mobile,0
66,42116.94,568,48,67713.45,17.0,1,Month-to-Month,Electronic Check,Tablet,0
34,69824.05,626,33,37044.48,62.7,4,One-Year,Credit Card,Desktop,0
27,73020.07,786,61,118482.86,92.4,1,One-Year,Bank Transfer,Tablet,0
74,63743.33,365,10,95180.24,20.6,0,Month-to-Month,Credit Card,Mobile,0
72,104825.88,841,54,79906.74,90.6,3,Month-to-Month,Electronic Check,Mobile,0
66,108010.84,728,65,58878.93,91.5,1,Month-to-Month,Electronic Check,Desktop,0
64,80317.33,410,1,43707.66,8.1,0,Month-to-Month,Bank Transfer,Desktop,1
29,79837.32,403,5,123410.47,3.2,5,Two-Year,Credit Card,Tablet,0
33,153426.12,517,15,67711.15,116.9,5,Month-to-Month,Bank Transfer,Mobile,1
41,147340.39,375,28,75217.11,24.0,1,Two-Year,Electronic Check,Desktop,0
36,72708.35,685,23,78124.31,98.8,3,Month-to-Month,Credit Card,Tablet,0
25,166637.21,825,17,67255.04,67.9,3,Month-to-Month,Bank Transfer,Tablet,0
48,172686.33,414,13,38413.26,32.5,2,Month-to-Month,Bank Transfer,Mobile,0
38,75645.09,449,14,18051.07,16.5,4,One-Year,Credit Card,Desktop,0
34,79935.87,423,11,14780.59,60.1,2,Month-to-Month,Credit Card,Desktop,0
40,103373.29,541,28,113619.38,49.5,1,One-Year,Bank Transfer,Mobile,0
54,170873.73,520,42,33529.17,84.2,4,One-Year,Bank Transfer,Tablet,0
71,160829.51,622,61,8350.92,108.6,2,Month-to-Month,Electronic Check,Mobile,0
33,40898.03,726,64,119627.61,96.8,1,Month-to-Month,Credit Card,Desktop,0
23,85873.27,536,31,23109.25,33.7,2,Month-to-Month,Bank Transfer,Tablet,0
25,110772.53,372,10,93771.91,105.6,2,One-Year,Bank Transfer,Mobile,0
42,102985.53,740,8,50796.49,100.2,1,Month-to-Month,Credit Card,Tablet,0
35,55048.78,777,21,18972.04,111.6,3,One-Year,Bank Transfer,Desktop,0
42,158116.6,530,59,62172.15,55.6,1,Month-to-Month,Credit Card,Desktop,0
29,129925.82,676,50,2221.33,92.5,1,One-Year,Credit Card,Mobile,0
32,154875.8,457,69,126156.75,71.4,1,One-Year,Electronic Check,Mobile,0
43,158108.46,684,70,77024.69,37.9,2,Month-to-Month,Bank Transfer,Desktop,0
58,140995.16,511,30,20874.0,119.3,1,Two-Year,Electronic Check,Mobile,0
62,93077.64,651,17,35547.05,5.6,2,One-Year,Credit Card,Mobile,0
43,119634.75,842,20,67196.28,20.3,1,Month-to-Month,Bank Transfer,Mobile,0
64,49856.64,801,48,28330.41,107.2,2,One-Year,Credit Card,Mobile,0
49,129415.04,555,2,40289.87,8.2,2,One-Year,Credit Card,Desktop,0
27,52784.25,427,37,80157.83,106.5,0,Month-to-Month,Electronic Check,Desktop,0
33,132562.19,365,1,124891.35,86.1,4,Month-to-Month,Bank Transfer,Desktop,1
24,60587.71,676,4,60275.95,5.4,5,Month-to-Month,Credit Card,Desktop,1
34,43220.45,445,54,107546.29,52.1,1,Two-Year,Bank Transfer,Desktop,0
40,50619.1,496,25,131502.63,90.8,4,One-Year,Electronic Check,Mobile,1
43,25308.78,351,3,32445.14,70.4,4,Month-to-Month,Credit Card,Desktop,1
38,136404.64,359,9,121078.8,112.4,2,Month-to-Month,Credit Card,Mobile,0
39,138522.16,783,34,113610.33,104.2,2,Month-to-Month,Credit Card,Desktop,0
75,104814.67,474,43,53540.59,40.6,2,Month-to-Month,Electronic Check,Mobile,0
24,50011.23,430,22,148427.99,11.1,1,Month-to-Month,Credit Card,Mobile,0
31,37950.92,834,70,39385.86,113.4,2,Month-to-Month,Credit Card,Mobile,0
32,27964.99,489,2,38220.49,62.6,0,Two-Year,Bank Transfer,Mobile,0
70,50690.97,675,66,115838.87,9.9,2,Two-Year,Bank Transfer,Mobile,0
24,163082.61,499,32,65198.6,98.2,2,Month-to-Month,Electronic Check,Mobile,0
26,62438.21,637,16,49619.25,104.4,1,Month-to-Month,Bank Transfer,Mobile,0
68,79912.06,710,1,26799.42,77.1,1,Two-Year,Bank Transfer,Mobile,0
65,41328.55,689,48,114799.86,54.3,3,Month-to-Month,Electronic Check,Mobile,0
25,59466.0,478,50,117948.27,79.8,0,One-Year,Credit Card,Mobile,0
67,105479.81,787,13,84984.6,85.1,1,Two-Year,Credit Card,Tablet,0
40,119201.67,588,15,143597.04,107.3,3,One-Year,Bank Transfer,Desktop,0
46,63029.61,407,53,47724.49,114.7,1,Month-to-Month,Electronic Check,Tablet,0
35,33948.48,547,44,32942.86,62.2,4,Two-Year,Bank Transfer,Desktop,0
48,85610.09,560,8,101620.02,96.0,1,Two-Year,Credit Card,Desktop,0
47,61301.52,751,46,113761.3,115.8,4,One-Year,Electronic Check,Desktop,1
69,59030.86,739,69,33735.9,19.0,2,Month-to-Month,Bank Transfer,Mobile,0
56,173778.73,394,19,11491.61,3.2,3,One-Year,Electronic Check,Desktop,0
52,120526.58,446,38,121577.47,104.4,3,Month-to-Month,Electronic Check,Mobile,1
35,111316.16,628,11,146475.3,24.2,1,Month-to-Month,Credit Card,Desktop,0
59,89445.14,372,43,96700.84,6.1,3,Month-to-Month,Electronic Check,Tablet,1
56,91486.37,759,20,41680.04,20.1,0,Two-Year,Credit Card,Desktop,0
34,108840.28,810,20,149500.89,46.7,2,Two-Year,Electronic Check,Mobile,0
31,132946.62,740,21,133990.0,27.1,4,One-Year,Electronic Check,Tablet,0
48,133832.64,684,57,77007.1,37.3,2,Month-to-Month,Bank Transfer,Tablet,0
41,51612.56,393,50,123798.19,117.1,5,Month-to-Month,Bank Transfer,Mobile,1
52,102517.48,376,26,122373.08,84.8,0,Two-Year,Credit Card,Tablet,0
61,88853.5,631,30,140219.85,85.8,3,One-Year,Credit Card,Mobile,0
62,159931.68,446,31,126138.58,12.3,1,Two-Year,Credit Card,Mobile,0
51,122869.93,812,42,96551.89,88.1,2,Month-to-Month,Electronic Check,Mobile,0
20,107538.13,385,68,91395.56,89.0,2,One-Year,Bank Transfer,Desktop,0
54,42886.17,458,61,70103.59,79.5,2,Two-Year,Credit Card,Mobile,0
60,118873.87,404,61,93972.85,28.2,3,Month-to-Month,Electronic Check,Mobile,0
57,43166.61,541,70,119282.49,51.3,1,Month-to-Month,Credit Card,Mobile,0
43,77267.02,568,68,145355.64,101.7,1,Month-to-Month,Electronic Check,Mobile,0
72,47140.5,534,17,70093.1,80.8,0,Two-Year,Bank Transfer,Mobile,0
40,132271.42,418,19,86047.98,88.2,2,One-Year,Bank Transfer,Mobile,0
61,56969.08,666,51,66720.82,70.9,3,One-Year,Credit Card,Mobile,0
56,85738.2,479,70,100273.29,54.5,2,Month-to-Month,Electronic Check,Mobile,0
32,163829.59,404,63,94488.08,91.3,1,One-Year,Credit Card,Mobile,0
73,56669.04,727,30,2675.07,9.1,2,One-Year,Credit Card,Desktop,0
66,103709.78,446,25,81174.23,81.1,2,Month-to-Month,Bank Transfer,Tablet,0
21,89987.11,685,71,13273.03,119.7,3,Two-Year,Electronic Check,Mobile,0
46,27809.23,436,26,3957.54,93.8,1,Month-to-Month,Credit Card,Mobile,0
39,147877.51,643,56,118679.57,35.6,0,Month-to-Month,Bank Transfer,Tablet,0
42,35702.12,468,22,38797.48,34.1,1,Month-to-Month,Bank Transfer,Desktop,0
30,98509.53,557,19,51098.26,80.4,3,Month-to-Month,Bank Transfer,Desktop,0
35,111905.14,683,31,9612.69,107.6,1,One-Year,Bank Transfer,Mobile,0
50,122406.1,762,26,26925.04,69.8,3,Month-to-Month,Credit Card,Mobile,0
33,131737.9,503,42,114840.72,63.8,1,Two-Year,Credit Card,Desktop,0
62,64257.22,384,41,74029.62,20.1,2,Month-to-Month,Bank Transfer,Desktop,0
59,26546.71,428,23,132100.27,86.1,3,Month-to-Month,Credit Card,Mobile,0
61,137133.77,416,47,59586.32,84.6,0,One-Year,Bank Transfer,Mobile,0
19,108026.77,692,13,40305.11,116.1,1,One-Year,Credit Card,Desktop,0
72,154598.24,762,66,52139.97,36.7,4,Month-to-Month,Bank Transfer,Mobile,0
52,152315.2,383,66,106915.77,91.0,3,Two-Year,Bank Transfer,Desktop,0
59,155715.56,446,16,83250.85,52.7,3,One-Year,Electronic Check,Mobile,0
51,100189.67,518,28,135628.68,67.5,2,Month-to-Month,Bank Transfer,Mobile,0
47,76712.4,518,35,90325.32,98.2,1,Month-to-Month,Credit Card,Mobile,0
72,147691.52,500,41,73952.73,27.4,2,Month-to-Month,Credit Card,Desktop,0
30,94950.59,420,31,117862.91,41.8,2,Two-Year,Bank Transfer,Mobile,0
30,53433.54,352,32,142130.08,93.0,4,Month-to-Month,Bank Transfer,Mobile,0
35,157520.97,663,54,53376.89,68.9,1,Month-to-Month,Bank Transfer,Mobile,0
49,161796.78,381,59,37481.43,12.0,0,Month-to-Month,Bank Transfer,Tablet,0
49,97278.01,636,41,92432.61,52.2,3,Month-to-Month,Electronic Check,Tablet,0
52,36733.46,431,66,74830.92,70.8,6,One-Year,Electronic Check,Desktop,0
56,85113.04,392,54,148377.84,109.2,2,One-Year,Credit Card,Tablet,0
63,149548.34,740,40,69354.27,23.4,3,Month-to-Month,Bank Transfer,Mobile,0
69,164774.97,454,28,11149.73,96.9,5,Month-to-Month,Credit Card,Tablet,1
46,56538.28,350,37,146605.36,16.5,3,Month-to-Month,Bank Transfer,Mobile,0
66,35380.91,410,65,126538.04,29.8,5,One-Year,Bank Transfer,Mobile,0
46,160989.32,619,55,26737.52,30.0,2,Two-Year,Bank Transfer,Mobile,0
70,85357.77,529,4,135690.79,105.4,1,Month-to-Month,Credit Card,Tablet,1
61,108972.95,573,10,51100.02,24.7,3,Month-to-Month,Electronic Check,Desktop,0
74,175050.2,355,47,56566.8,94.6,1,Month-to-Month,Credit Card,Desktop,0
33,35317.53,452,14,135958.72,56.0,3,Two-Year,Credit Card,Tablet,0
73,125489.29,359,38,79517.33,119.9,3,Month-to-Month,Credit Card,Desktop,0
61,36486.34,420,12,20664.44,100.9,1,Month-to-Month,Bank Transfer,Desktop,0
64,83197.68,439,45,55358.42,89.0,2,Month-to-Month,Credit Card,Mobile,0
74,149591.25,575,17,108314.62,104.6,2,Month-to-Month,Credit Card,Tablet,0
27,92188.2,507,35,26127.63,76.4,4,One-Year,Credit Card,Tablet,0
47,179563.26,577,66,88534.68,101.4,1,Month-to-Month,Credit Card,Tablet,0
42,111654.19,754,41,104291.12,32.1,6,Month-to-Month,Credit Card,Mobile,0
56,74780.13,475,67,51578.04,12.6,2,One-Year,Credit Card,Mobile,0
37,59117.26,793,29,104082.1,74.3,0,Month-to-Month,Bank Transfer,Mobile,0
22,79330.68,558,18,132631.1,52.7,2,One-Year,Bank Transfer,Mobile,0
18,82742.66,446,20,70817.51,51.7,5,Month-to-Month,Credit Card,Mobile,1
47,35650.62,423,14,57436.4,63.7,2,One-Year,Bank Transfer,Desktop,0
66,82284.0,464,34,37673.76,44.0,2,Month-to-Month,Credit Card,Desktop,0
20,96956.97,540,49,90630.82,75.5,2,Two-Year,Credit Card,Tablet,0
62,137024.35,844,54,131977.81,4.6,1,Month-to-Month,Electronic Check,Mobile,0
31,126793.07,519,31,48699.19,116.4,2,Month-to-Month,Bank Transfer,Mobile,0
73,134858.68,656,58,59435.33,111.0,3,Two-Year,Electronic Check,Mobile,0
47,26296.37,797,42,60993.83,112.3,5,Two-Year,Credit Card,Mobile,0
67,58738.45,553,58,84121.85,44.4,4,Month-to-Month,Electronic Check,Mobile,1
21,127561.06,405,30,34261.34,64.3,5,Two-Year,Bank Transfer,Mobile,0
35,100018.35,557,25,123331.67,114.5,2,Month-to-Month,Electronic Check,Tablet,0
54,25823.59,390,63,44340.34,108.4,4,One-Year,Electronic Check,Mobile,0
42,149696.67,381,19,105804.4,95.0,1,Month-to-Month,Credit Card,Desktop,0
65,144785.48,364,8,76982.36,49.5,2,Month-to-Month,Credit Card,Desktop,0
18,110004.97,411,3,87884.64,68.2,1,Month-to-Month,Bank Transfer,Desktop,0
70,35301.82,504,67,26941.31,95.4,3,One-Year,Credit Card,Desktop,0
63,143809.83,633,17,110253.48,33.5,2,Month-to-Month,Electronic Check,Tablet,0
32,115475.61,558,14,28293.08,75.5,2,Month-to-Month,Credit Card,Desktop,0
26,146203.8,669,9,17021.05,99.5,1,Two-Year,Electronic Check,Tablet,0
32,141520.78,843,62,82001.92,85.2,3,Month-to-Month,Credit Card,Mobile,0
66,149465.32,536,21,106394.57,58.1,1,Month-to-Month,Credit Card,Mobile,0
74,105291.25,847,37,7505.38,70.6,3,One-Year,Electronic Check,Desktop,0
41,46750.3,791,11,10409.3,118.7,2,Month-to-Month,Credit Card,Mobile,0
21,129029.41,479,20,120401.87,72.6,2,Month-to-Month,Credit Card,Desktop,0
29,121173.44,476,35,121354.9,94.5,3,Month-to-Month,Credit Card,Desktop,0
75,140049.24,641,53,36795.71,87.5,0,Month-to-Month,Electronic Check,Mobile,0
54,51331.56,463,47,92284.23,84.5,2,Two-Year,Bank Transfer,Desktop,0
54,55221.16,548,52,66477.01,86.2,2,Month-to-Month,Electronic Check,Tablet,0
60,163013.48,362,8,94904.41,55.1,1,Month-to-Month,Bank Transfer,Tablet,1
23,141246.56,620,4,129431.89,57.4,3,Month-to-Month,Credit Card,Desktop,0
56,165775.42,438,27,11978.46,56.7,3,Month-to-Month,Credit Card,Desktop,0
73,142600.87,564,44,116697.66,5.0,2,Month-to-Month,Credit Card,Tablet,0
63,117559.07,793,40,73954.37,29.7,0,One-Year,Bank Transfer,Desktop,0
41,126390.57,627,47,84619.04,19.4,3,One-Year,Bank Transfer,Mobile,0
28,162814.83,796,44,98089.7,106.5,1,Two-Year,Credit Card,Mobile,0
30,114715.05,823,48,138393.47,33.7,3,Month-to-Month,Credit Card,Mobile,0
51,123020.66,830,52,8507.99,17.5,2,Month-to-Month,Credit Card,Mobile,0
